ensembl_id,start,end,length,id
ENSRNOG00000014254,218569510,218629678,60169,7577
ENSRNOG00000014256,79920752,79930263,9512,7578
ENSRNOG00000014257,37090056,37107872,17817,7579
ENSRNOG00000014258,4637491,4653210,15720,7580
ENSRNOG00000014259,140692779,140698609,5831,7581
ENSRNOG00000014263,75909464,75910805,1342,7582
ENSRNOG00000014264,23661429,23761079,99651,7583
ENSRNOG00000014265,41246308,41338284,91977,7584
ENSRNOG00000014266,103999895,104009954,10060,7585
ENSRNOG00000014268,2648885,2668809,19925,7586
ENSRNOG00000014269,81427730,81434102,6373,7587
ENSRNOG00000014270,172476747,172488822,12076,7588
ENSRNOG00000014272,23294814,23297774,2961,7589
ENSRNOG00000014274,140712583,140756085,43503,7590
ENSRNOG00000014275,70778913,70831164,52252,7591
ENSRNOG00000014276,257157264,257466064,308801,7592
ENSRNOG00000014277,104106245,104145044,38800,7593
ENSRNOG00000014278,141767940,141870325,102386,7594
ENSRNOG00000014282,33355947,33358138,2192,7595
ENSRNOG00000014284,23125988,23130877,4890,7596
ENSRNOG00000014285,62705051,62814520,109470,7597
ENSRNOG00000014287,12440751,12457513,16763,7598
ENSRNOG00000014288,78900103,78969078,68976,7599
ENSRNOG00000014289,81518176,81548871,30696,7600
ENSRNOG00000014290,4753144,5165859,412716,7601
ENSRNOG00000014291,48942871,49005058,62188,7602
ENSRNOG00000014293,19436333,19509087,72755,7603
ENSRNOG00000014294,157239142,157263890,24749,7604
ENSRNOG00000014296,130768841,130827152,58312,7605
ENSRNOG00000014297,160872503,160891190,18688,7606
ENSRNOG00000014302,145257714,145304536,46823,7607
ENSRNOG00000014303,1702696,1731210,28515,7608
ENSRNOG00000014305,159670662,159729064,58403,7609
ENSRNOG00000014310,109339564,109394927,55364,7610
ENSRNOG00000014311,33369216,33428973,59758,7611
ENSRNOG00000014312,70828894,70830344,1451,7612
ENSRNOG00000014314,117675720,117680004,4285,7613
ENSRNOG00000014316,8192575,8304976,112402,7614
ENSRNOG00000014317,23301455,23309072,7618,7615
ENSRNOG00000014318,178215829,178218761,2933,7616
ENSRNOG00000014319,119676628,119818310,141683,7617
ENSRNOG00000014320,51898217,51912496,14280,7618
ENSRNOG00000014322,160639578,160742479,102902,7619
ENSRNOG00000014323,218951141,218971886,20746,7620
ENSRNOG00000014327,104147206,104166367,19162,7621
ENSRNOG00000014328,15297895,15306465,8571,7622
ENSRNOG00000014330,1736276,1767618,31343,7623
ENSRNOG00000014331,23275936,23282989,7054,7624
ENSRNOG00000014333,219071193,219097619,26427,7625
ENSRNOG00000014336,14523554,14561278,37725,7626
ENSRNOG00000014338,11442397,11452529,10133,7627
ENSRNOG00000014339,29674793,29741465,66673,7628
ENSRNOG00000014340,70860671,70875471,14801,7629
ENSRNOG00000014341,178138565,178196294,57730,7630
ENSRNOG00000014343,23337621,23390773,53153,7631
ENSRNOG00000014347,7264683,7281223,16541,7632
ENSRNOG00000014350,251529354,251532312,2959,7633
ENSRNOG00000014352,145311375,145315185,3811,7634
ENSRNOG00000014353,79931156,79959461,28306,7635
ENSRNOG00000014354,94988362,95016344,27983,7636
ENSRNOG00000014357,145374690,145377221,2532,7637
ENSRNOG00000014358,108891992,108898703,6712,7638
ENSRNOG00000014361,22137324,22143324,6001,7639
ENSRNOG00000014362,137738124,137745127,7004,7640
ENSRNOG00000014363,2743823,3026760,282938,7641
ENSRNOG00000014365,59512872,59553416,40545,7642
ENSRNOG00000014366,13670520,13791043,120524,7643
ENSRNOG00000014367,70903253,70918514,15262,7644
ENSRNOG00000014368,156396695,156564037,167343,7645
ENSRNOG00000014369,8363937,8376858,12922,7646
ENSRNOG00000014370,88102519,88107232,4714,7647
ENSRNOG00000014371,50848736,51972103,1123368,7648
ENSRNOG00000014372,145391311,145392123,813,7649
ENSRNOG00000014373,174066911,174119815,52905,7650
ENSRNOG00000014375,148193710,148231587,37878,7651
ENSRNOG00000014376,24918398,24929091,10694,7652
ENSRNOG00000014378,46840992,46881264,40273,7653
ENSRNOG00000014380,98228573,98231855,3283,7654
ENSRNOG00000014382,177245868,177331915,86048,7655
ENSRNOG00000014383,70908297,70909671,1375,7656
ENSRNOG00000014385,207440886,207455258,14373,7657
ENSRNOG00000014386,1841955,1843031,1077,7658
ENSRNOG00000014387,111160205,111163425,3221,7659
ENSRNOG00000014395,52294942,52569036,274095,7660
ENSRNOG00000014398,49069145,49177166,108022,7661
ENSRNOG00000014399,81560842,81566642,5801,7662
ENSRNOG00000014405,55387288,55389256,1969,7663
ENSRNOG00000014409,86143862,86147553,3692,7664
ENSRNOG00000014414,122891321,122949241,57921,7665
ENSRNOG00000014415,51985170,51989544,4375,7666
ENSRNOG00000014419,19672856,19701484,28629,7667
ENSRNOG00000014420,151685251,151685802,552,7668
ENSRNOG00000014422,62113854,62164135,50282,7669
ENSRNOG00000014424,154682282,154716239,33958,7670
ENSRNOG00000014425,154437571,154438322,752,7671
ENSRNOG00000014426,47500330,47577819,77490,7672
ENSRNOG00000014427,59609693,59629133,19441,7673
ENSRNOG00000014429,80081647,80093658,12012,7674
ENSRNOG00000014431,5238340,5238900,561,7675
ENSRNOG00000014434,57692836,57755485,62650,7676
ENSRNOG00000014436,113272850,113445435,172586,7677
ENSRNOG00000014440,120905337,120919261,13925,7678
ENSRNOG00000014441,88149345,88152064,2720,7679
ENSRNOG00000014443,226900619,227041576,140958,7680
ENSRNOG00000014445,156581732,156609059,27328,7681
ENSRNOG00000014448,178039063,178137465,98403,7682
ENSRNOG00000014450,5240180,5313054,72875,7683
ENSRNOG00000014452,42758127,42920344,162218,7684
ENSRNOG00000014453,123162461,123193130,30670,7685
ENSRNOG00000014454,19288355,19303824,15470,7686
ENSRNOG00000014455,97783806,97785490,1685,7687
ENSRNOG00000014456,61655963,61675873,19911,7688
ENSRNOG00000014459,51662294,51678980,16687,7689
ENSRNOG00000014460,22278798,22311392,32595,7690
ENSRNOG00000014461,55389462,55423150,33689,7691
ENSRNOG00000014462,70834957,70854724,19768,7692
ENSRNOG00000014463,94346514,94404211,57698,7693
ENSRNOG00000014464,85275678,85306366,30689,7694
ENSRNOG00000014465,114679537,114987433,307897,7695
ENSRNOG00000014471,163143917,163148948,5032,7696
ENSRNOG00000014475,78222504,78249358,26855,7697
ENSRNOG00000014476,132510757,132590241,79485,7698
ENSRNOG00000014477,128087345,128118746,31402,7699
ENSRNOG00000014478,54381044,54528480,147437,7700
ENSRNOG00000014479,207495055,207541645,46591,7701
ENSRNOG00000014480,160908769,160912507,3739,7702
ENSRNOG00000014481,22619891,22688307,68417,7703
ENSRNOG00000014482,264670841,264733306,62466,7704
ENSRNOG00000014483,111187711,111266542,78832,7705
ENSRNOG00000014485,31576183,31591849,15667,7706
ENSRNOG00000014486,245859633,246110218,250586,7707
ENSRNOG00000014490,240461505,240482145,20641,7708
ENSRNOG00000014492,15266699,15274917,8219,7709
ENSRNOG00000014493,23309318,23353425,44108,7710
ENSRNOG00000014496,62691953,62699723,7771,7711
ENSRNOG00000014501,115601661,115690272,88612,7712
ENSRNOG00000014502,52169450,52177586,8137,7713
ENSRNOG00000014503,17698038,17716880,18843,7714
ENSRNOG00000014504,46962288,47036670,74383,7715
ENSRNOG00000014505,42132527,42180981,48455,7716
ENSRNOG00000014508,120671489,120771088,99600,7717
ENSRNOG00000014509,41448064,41530398,82335,7718
ENSRNOG00000014511,131330913,131336183,5271,7719
ENSRNOG00000014513,189549960,189622094,72135,7720
ENSRNOG00000014515,219302577,219458271,155695,7721
ENSRNOG00000014516,42620006,42659184,39179,7722
ENSRNOG00000014518,50358192,50425900,67709,7723
ENSRNOG00000014519,56366609,56368360,1752,7724
ENSRNOG00000014520,83276273,83278119,1847,7725
ENSRNOG00000014521,107723359,107819050,95692,7726
ENSRNOG00000014522,52032886,52048753,15868,7727
ENSRNOG00000014524,13799383,13812704,13322,7728
ENSRNOG00000014525,61680530,61690956,10427,7729
ENSRNOG00000014526,83288664,83325699,37036,7730
ENSRNOG00000014527,32964763,32967031,2269,7731
ENSRNOG00000014528,38979865,39007976,28112,7732
ENSRNOG00000014529,59711549,59766889,55341,7733
ENSRNOG00000014530,104576589,104941552,364964,7734
ENSRNOG00000014531,16819170,16896219,77050,7735
ENSRNOG00000014532,154786215,154813464,27250,7736
ENSRNOG00000014534,70329052,70330036,985,7737
ENSRNOG00000014538,14053896,14058642,4747,7738
ENSRNOG00000014543,97577565,97647072,69508,7739
ENSRNOG00000014548,22984844,23179701,194858,7740
ENSRNOG00000014549,27107318,27236672,129355,7741
ENSRNOG00000014550,54191538,54360780,169243,7742
ENSRNOG00000014551,260093641,260111254,17614,7743
ENSRNOG00000014552,149908375,149908980,606,7744
ENSRNOG00000014555,65110325,65167192,56868,7745
ENSRNOG00000014556,24823488,24913884,90397,7746
ENSRNOG00000014562,149957206,149978895,21690,7747
ENSRNOG00000014564,33401106,33434775,33670,7748
ENSRNOG00000014565,193335645,193391638,55994,7749
ENSRNOG00000014568,14090128,14092289,2162,7750
ENSRNOG00000014571,160935709,160938467,2759,7751
ENSRNOG00000014573,113318563,113324461,5899,7752
ENSRNOG00000014574,259739955,259819494,79540,7753
ENSRNOG00000014575,219537206,219558675,21470,7754
ENSRNOG00000014576,115629583,115981910,352328,7755
ENSRNOG00000014578,149984206,149988295,4090,7756
ENSRNOG00000014581,55423350,55427036,3687,7757
ENSRNOG00000014582,48033768,48038726,4959,7758
ENSRNOG00000014584,8450275,8496008,45734,7759
ENSRNOG00000014585,70263359,70329907,66549,7760
ENSRNOG00000014588,107826424,107838339,11916,7761
ENSRNOG00000014589,141662850,141672810,9961,7762
ENSRNOG00000014590,173872736,174047572,174837,7763
ENSRNOG00000014592,176890806,176958880,68075,7764
ENSRNOG00000014595,137765122,137808303,43182,7765
ENSRNOG00000014597,88033668,88086488,52821,7766
ENSRNOG00000014598,85315275,85330092,14818,7767
ENSRNOG00000014599,152785844,152824547,38704,7768
ENSRNOG00000014600,19323516,19332830,9315,7769
ENSRNOG00000014602,70952203,70986408,34206,7770
ENSRNOG00000014603,41549331,41595345,46015,7771
ENSRNOG00000014604,58121786,58124681,2896,7772
ENSRNOG00000014605,85331866,85337769,5904,7773
ENSRNOG00000014610,141561334,141604273,42940,7774
ENSRNOG00000014613,251634431,251766014,131584,7775
ENSRNOG00000014614,70192493,70197867,5375,7776
ENSRNOG00000014615,9703453,9721574,18122,7777
ENSRNOG00000014616,15355529,15402649,47121,7778
ENSRNOG00000014617,100475416,100483168,7753,7779
ENSRNOG00000014618,58780597,58784374,3778,7780
ENSRNOG00000014619,42110327,42127542,17216,7781
ENSRNOG00000014621,19355048,19376776,21729,7782
ENSRNOG00000014623,95018059,95062987,44929,7783
ENSRNOG00000014624,6035926,6044239,8314,7784
ENSRNOG00000014625,12426809,12432130,5322,7785
ENSRNOG00000014626,10340307,10360310,20004,7786
ENSRNOG00000014628,70859280,70869634,10355,7787
ENSRNOG00000014629,173728184,173764250,36067,7788
ENSRNOG00000014630,24849545,24880317,30773,7789
ENSRNOG00000014633,117684339,117688187,3849,7790
ENSRNOG00000014634,120923274,120947723,24450,7791
ENSRNOG00000014635,59491096,59509138,18043,7792
ENSRNOG00000014637,126228295,126351634,123340,7793
ENSRNOG00000014641,14094754,14105308,10555,7794
ENSRNOG00000014642,172488708,172547058,58351,7795
ENSRNOG00000014644,98734295,98738446,4152,7796
ENSRNOG00000014645,51619007,51651267,32261,7797
ENSRNOG00000014647,37127508,37171069,43562,7798
ENSRNOG00000014648,86631064,86675049,43986,7799
ENSRNOG00000014650,264741911,264753397,11487,7800
ENSRNOG00000014652,193424812,193430676,5865,7801
ENSRNOG00000014653,41643541,41645685,2145,7802
ENSRNOG00000014654,227095487,227097246,1760,7803
ENSRNOG00000014656,213648787,213650247,1461,7804
ENSRNOG00000014658,20147037,20406003,258967,7805
ENSRNOG00000014659,41668119,41691518,23400,7806
ENSRNOG00000014660,227098795,227160379,61585,7807
ENSRNOG00000014661,6200829,6587367,386539,7808
ENSRNOG00000014664,25042710,25120264,77555,7809
ENSRNOG00000014665,152199584,152227677,28094,7810
ENSRNOG00000014666,15207822,15214596,6775,7811
ENSRNOG00000014668,37179814,37215404,35591,7812
ENSRNOG00000014670,63825627,63879171,53545,7813
ENSRNOG00000014671,218632764,218651053,18290,7814
ENSRNOG00000014672,14122878,14128983,6106,7815
ENSRNOG00000014673,189540145,189549891,9747,7816
ENSRNOG00000014674,123264694,123294880,30187,7817
ENSRNOG00000014675,261337594,261362509,24916,7818
ENSRNOG00000014678,71443588,71445739,2152,7819
ENSRNOG00000014683,47047832,47095831,48000,7820
ENSRNOG00000014684,189840403,189856090,15688,7821
ENSRNOG00000014685,213686046,213691943,5898,7822
ENSRNOG00000014686,207923775,208140727,216953,7823
ENSRNOG00000014689,56381813,56385960,4148,7824
ENSRNOG00000014690,160945359,160954739,9381,7825
ENSRNOG00000014691,173630761,173682226,51466,7826
ENSRNOG00000014692,84405477,84418591,13115,7827
ENSRNOG00000014693,137785982,137788434,2453,7828
ENSRNOG00000014698,56390671,56403188,12518,7829
ENSRNOG00000014700,49106374,49109981,3608,7830
ENSRNOG00000014702,21382455,21422407,39953,7831
ENSRNOG00000014703,117688397,117703094,14698,7832
ENSRNOG00000014705,274391932,274589816,197885,7833
ENSRNOG00000014706,104969218,104973648,4431,7834
ENSRNOG00000014710,120092582,120106697,14116,7835
ENSRNOG00000014711,14174732,14206025,31294,7836
ENSRNOG00000014712,45220282,45243672,23391,7837
ENSRNOG00000014713,150153844,150185044,31201,7838
ENSRNOG00000014714,70918632,70934295,15664,7839
ENSRNOG00000014718,84569597,84593565,23969,7840
ENSRNOG00000014719,31497639,31534077,36439,7841
ENSRNOG00000014720,9266891,9459188,192298,7842
ENSRNOG00000014721,31603297,31698329,95033,7843
ENSRNOG00000014722,67293309,67341341,48033,7844
ENSRNOG00000014723,55441572,55510460,68889,7845
ENSRNOG00000014726,189432604,189457048,24445,7846
ENSRNOG00000014727,14214519,14215957,1439,7847
ENSRNOG00000014739,161018511,161024209,5699,7848
ENSRNOG00000014740,88245532,88248484,2953,7849
ENSRNOG00000014741,70913817,70998575,84759,7850
ENSRNOG00000014742,62674561,62690845,16285,7851
ENSRNOG00000014743,14216155,14230515,14361,7852
ENSRNOG00000014744,137824213,137887418,63206,7853
ENSRNOG00000014745,88345247,88347369,2123,7854
ENSRNOG00000014746,107875991,107916294,40304,7855
ENSRNOG00000014750,3051449,3105531,54083,7856
ENSRNOG00000014751,150202058,150244372,42315,7857
ENSRNOG00000014753,100491798,100660140,168343,7858
ENSRNOG00000014758,256955652,256999253,43602,7859
ENSRNOG00000014761,14653198,14663914,10717,7860
ENSRNOG00000014762,140822141,140834959,12819,7861
ENSRNOG00000014765,113300832,113331319,30488,7862
ENSRNOG00000014766,58144705,58147929,3225,7863
ENSRNOG00000014768,246380889,246785360,404472,7864
ENSRNOG00000014771,161058217,161067358,9142,7865
ENSRNOG00000014775,13658271,14016713,358443,7866
ENSRNOG00000014776,19704859,19727081,22223,7867
ENSRNOG00000014777,78267248,78281172,13925,7868
ENSRNOG00000014779,274625224,274648204,22981,7869
ENSRNOG00000014783,213737788,213742637,4850,7870
ENSRNOG00000014785,86195892,86205712,9821,7871
ENSRNOG00000014786,94485832,94494980,9149,7872
ENSRNOG00000014787,75693232,75706069,12838,7873
ENSRNOG00000014790,71828308,71830730,2423,7874
ENSRNOG00000014791,70222964,70237443,14480,7875
ENSRNOG00000014793,152839117,152911553,72437,7876
ENSRNOG00000014794,161160920,161163720,2801,7877
ENSRNOG00000014795,5569935,5579894,9960,7878
ENSRNOG00000014797,81569289,81586553,17265,7879
ENSRNOG00000014798,80095042,80349145,254104,7880
ENSRNOG00000014801,128133431,128153110,19680,7881
ENSRNOG00000014805,171441560,171455650,14091,7882
ENSRNOG00000014806,81566074,81634534,68461,7883
ENSRNOG00000014807,161178117,161179744,1628,7884
ENSRNOG00000014808,47456327,47480587,24261,7885
ENSRNOG00000014811,117706727,117722723,15997,7886
ENSRNOG00000014815,227180886,227207635,26750,7887
ENSRNOG00000014816,246954980,247037056,82077,7888
ENSRNOG00000014819,88257976,88266210,8235,7889
ENSRNOG00000014828,261365590,261371508,5919,7890
ENSRNOG00000014829,105113595,105200470,86876,7891
ENSRNOG00000014831,59452348,59454233,1886,7892
ENSRNOG00000014832,116012121,116045954,33834,7893
ENSRNOG00000014833,274096068,274107138,11071,7894
ENSRNOG00000014834,57304933,57394985,90053,7895
ENSRNOG00000014835,47134034,47182170,48137,7896
ENSRNOG00000014836,154905141,154983021,77881,7897
ENSRNOG00000014837,119594629,119653255,58627,7898
ENSRNOG00000014838,59416076,59446647,30572,7899
ENSRNOG00000014840,235166718,235347937,181220,7900
ENSRNOG00000014844,132071116,132143470,72355,7901
ENSRNOG00000014845,113324698,113342675,17978,7902
ENSRNOG00000014846,67295727,67333247,37521,7903
ENSRNOG00000014847,177764445,177765968,1524,7904
ENSRNOG00000014850,144052061,144060685,8625,7905
ENSRNOG00000014851,88232455,88357182,124728,7906
ENSRNOG00000014852,5366379,5388069,21691,7907
ENSRNOG00000014856,177402904,177447028,44125,7908
ENSRNOG00000014857,251817694,251824784,7091,7909
ENSRNOG00000014859,25186106,25262469,76364,7910
ENSRNOG00000014861,78284879,78285451,573,7911
ENSRNOG00000014862,112158519,112811936,653418,7912
ENSRNOG00000014863,59348639,59415135,66497,7913
ENSRNOG00000014865,58784660,58785043,384,7914
ENSRNOG00000014866,25513892,25652473,138582,7915
ENSRNOG00000014867,227255902,227411964,156063,7916
ENSRNOG00000014869,78305526,78324278,18753,7917
ENSRNOG00000014870,58810058,58834538,24481,7918
ENSRNOG00000014871,98745310,98761840,16531,7919
ENSRNOG00000014872,227455722,227562319,106598,7920
ENSRNOG00000014874,81725513,81811142,85630,7921
ENSRNOG00000014875,71011332,71032790,21459,7922
ENSRNOG00000014876,119517101,119591533,74433,7923
ENSRNOG00000014879,10912383,11014278,101896,7924
ENSRNOG00000014882,56403256,56409017,5762,7925
ENSRNOG00000014886,78489668,78561613,71946,7926
ENSRNOG00000014887,33510458,33527031,16574,7927
ENSRNOG00000014890,264755538,264756546,1009,7928
ENSRNOG00000014891,241501679,241557651,55973,7929
ENSRNOG00000014893,251912368,251970768,58401,7930
ENSRNOG00000014896,10392004,10421010,29007,7931
ENSRNOG00000014898,113023947,113024556,610,7932
ENSRNOG00000014899,75985987,75986333,347,7933
ENSRNOG00000014900,57031766,57090888,59123,7934
ENSRNOG00000014901,42692105,42805673,113569,7935
ENSRNOG00000014902,7039162,7064870,25709,7936
ENSRNOG00000014903,261415191,261438539,23349,7937
ENSRNOG00000014904,33535986,33537146,1161,7938
ENSRNOG00000014907,16910069,16930481,20413,7939
ENSRNOG00000014908,7101715,7102426,712,7940
ENSRNOG00000014909,156613741,156626529,12789,7941
ENSRNOG00000014915,62197617,62241361,43745,7942
ENSRNOG00000014916,1784078,1817310,33233,7943
ENSRNOG00000014917,108787798,108847779,59982,7944
ENSRNOG00000014918,155039628,155051429,11802,7945
ENSRNOG00000014923,213744796,213745748,953,7946
ENSRNOG00000014925,141550633,141553230,2598,7947
ENSRNOG00000014928,241594565,241796513,201949,7948
ENSRNOG00000014933,161212156,161236121,23966,7949
ENSRNOG00000014935,264756499,264762892,6394,7950
ENSRNOG00000014936,213750192,213751405,1214,7951
ENSRNOG00000014937,187102833,187113752,10920,7952
ENSRNOG00000014940,261442108,261446570,4463,7953
ENSRNOG00000014945,41698281,41770112,71832,7954
ENSRNOG00000014946,189457583,189460844,3262,7955
ENSRNOG00000014948,52077109,52085496,8388,7956
ENSRNOG00000014950,71786248,71788281,2034,7957
ENSRNOG00000014951,141532390,141533908,1519,7958
ENSRNOG00000014953,58875826,58878445,2620,7959
ENSRNOG00000014956,81655629,81666706,11078,7960
ENSRNOG00000014960,78294834,78369031,74198,7961
ENSRNOG00000014961,161947137,161981441,34305,7962
ENSRNOG00000014963,10423501,10460674,37174,7963
ENSRNOG00000014964,42097995,42100804,2810,7964
ENSRNOG00000014965,48069194,48070536,1343,7965
ENSRNOG00000014966,94579080,94587219,8140,7966
ENSRNOG00000014969,264768105,264776616,8512,7967
ENSRNOG00000014970,156628432,156666284,37853,7968
ENSRNOG00000014971,48077033,48108216,31184,7969
ENSRNOG00000014973,58895674,58924137,28464,7970
ENSRNOG00000014975,76092287,76102590,10304,7971
ENSRNOG00000014979,17171631,17378047,206417,7972
ENSRNOG00000014980,61720583,61744531,23949,7973
ENSRNOG00000014981,1178787,1216409,37623,7974
ENSRNOG00000014982,26152000,26175645,23646,7975
ENSRNOG00000014984,79981355,79987562,6208,7976
ENSRNOG00000014986,166156033,166259069,103037,7977
ENSRNOG00000014987,15166118,15184468,18351,7978
ENSRNOG00000014988,47294292,47295541,1250,7979
ENSRNOG00000014992,88312675,88321834,9160,7980
ENSRNOG00000014996,1825872,1867787,41916,7981
ENSRNOG00000014997,48176106,48264477,88372,7982
ENSRNOG00000014999,29056219,29121104,64886,7983
ENSRNOG00000015002,62643453,62648844,5392,7984
ENSRNOG00000015003,141474180,141481315,7136,7985
ENSRNOG00000015004,25168295,25172939,4645,7986
ENSRNOG00000015005,18080943,18096938,15996,7987
ENSRNOG00000015008,21490402,21499516,9115,7988
ENSRNOG00000015018,113376983,113400707,23725,7989
ENSRNOG00000015019,70994563,71022331,27769,7990
ENSRNOG00000015020,71882105,71900044,17940,7991
ENSRNOG00000015021,83326301,83342667,16367,7992
ENSRNOG00000015024,251983339,252007560,24222,7993
ENSRNOG00000015026,186980793,187101768,120976,7994
ENSRNOG00000015027,47185443,47219175,33733,7995
ENSRNOG00000015029,219563783,219592650,28868,7996
ENSRNOG00000015030,241945841,242083484,137644,7997
ENSRNOG00000015033,81819415,81833456,14042,7998
ENSRNOG00000015035,24742329,24823858,81530,7999
ENSRNOG00000015036,21851660,21854773,3114,8000
ENSRNOG00000015042,54905274,54906203,930,8001
ENSRNOG00000015049,128169191,128266639,97449,8002
ENSRNOG00000015051,261497059,261516892,19834,8003
ENSRNOG00000015052,71036204,71040847,4644,8004
ENSRNOG00000015054,55034033,55073437,39405,8005
ENSRNOG00000015055,85237458,85243001,5544,8006
ENSRNOG00000015057,56410918,56412544,1627,8007
ENSRNOG00000015058,163398891,163433593,34703,8008
ENSRNOG00000015059,10887288,10899200,11913,8009
ENSRNOG00000015061,14240219,14243597,3379,8010
ENSRNOG00000015063,42066351,42082012,15662,8011
ENSRNOG00000015067,176985900,176987796,1897,8012
ENSRNOG00000015068,58151985,58159072,7088,8013
ENSRNOG00000015071,70253650,70266809,13160,8014
ENSRNOG00000015072,76110738,76129441,18704,8015
ENSRNOG00000015075,50891127,50903162,12036,8016
ENSRNOG00000015076,116261796,116278615,16820,8017
ENSRNOG00000015077,55594831,55635122,40292,8018
ENSRNOG00000015078,213810696,213811901,1206,8019
ENSRNOG00000015079,156668712,156676035,7324,8020
ENSRNOG00000015080,85475841,85528869,53029,8021
ENSRNOG00000015082,173520413,173528943,8531,8022
ENSRNOG00000015084,52086325,52112629,26305,8023
ENSRNOG00000015085,79989019,79999364,10346,8024
ENSRNOG00000015086,141458181,141471010,12830,8025
ENSRNOG00000015088,236680098,236729412,49315,8026
ENSRNOG00000015089,252018597,252068271,49675,8027
ENSRNOG00000015090,14244203,14247886,3684,8028
ENSRNOG00000015093,6994190,7025308,31119,8029
ENSRNOG00000015095,41870762,41890716,19955,8030
ENSRNOG00000015097,100759526,100783750,24225,8031
ENSRNOG00000015101,21521505,21568440,46936,8032
ENSRNOG00000015105,78334284,78356460,22177,8033
ENSRNOG00000015109,62251243,62272838,21596,8034
ENSRNOG00000015113,16590197,16636084,45888,8035
ENSRNOG00000015117,219598162,219617498,19337,8036
ENSRNOG00000015118,3655038,3774884,119847,8037
ENSRNOG00000015121,21218465,21266964,48500,8038
ENSRNOG00000015122,176989672,177008419,18748,8039
ENSRNOG00000015124,275846819,275906686,59868,8040
ENSRNOG00000015125,157326727,157328379,1653,8041
ENSRNOG00000015128,78277515,78333321,55807,8042
ENSRNOG00000015131,161236898,161241159,4262,8043
ENSRNOG00000015133,49114990,49158971,43982,8044
ENSRNOG00000015134,144102680,144109116,6437,8045
ENSRNOG00000015137,247046650,247088012,41363,8046
ENSRNOG00000015139,9736577,9744420,7844,8047
ENSRNOG00000015140,219615420,219628997,13578,8048
ENSRNOG00000015142,81803173,81807627,4455,8049
ENSRNOG00000015143,21372163,21395767,23605,8050
ENSRNOG00000015144,41968705,41990843,22139,8051
ENSRNOG00000015145,23480266,23510959,30694,8052
ENSRNOG00000015148,3293599,3679222,385624,8053
ENSRNOG00000015149,59782974,59849490,66517,8054
ENSRNOG00000015150,55880561,55915502,34942,8055
ENSRNOG00000015152,213886775,213897783,11009,8056
ENSRNOG00000015153,189766735,189818224,51490,8057
ENSRNOG00000015155,161243587,161246351,2765,8058
ENSRNOG00000015156,218652917,218657925,5009,8059
ENSRNOG00000015157,58951842,58973020,21179,8060
ENSRNOG00000015158,71915421,72005838,90418,8061
ENSRNOG00000015159,31734327,31777070,42744,8062
ENSRNOG00000015160,25349928,25353661,3734,8063
ENSRNOG00000015161,51613210,51614057,848,8064
ENSRNOG00000015162,21400740,21492556,91817,8065
ENSRNOG00000015168,94780650,94784451,3802,8066
ENSRNOG00000015173,52146808,52206310,59503,8067
ENSRNOG00000015177,120951560,120967490,15931,8068
ENSRNOG00000015179,37214471,37216572,2102,8069
ENSRNOG00000015180,196839321,196854180,14860,8070
ENSRNOG00000015182,62273276,62294769,21494,8071
ENSRNOG00000015184,2676296,2680565,4270,8072
ENSRNOG00000015187,161259735,161272460,12726,8073
ENSRNOG00000015188,120153618,120157866,4249,8074
ENSRNOG00000015189,23492621,24074536,581916,8075
ENSRNOG00000015191,155093949,155116154,22206,8076
ENSRNOG00000015192,120165913,120182536,16624,8077
ENSRNOG00000015195,78358203,78361647,3445,8078
ENSRNOG00000015196,78739389,78741032,1644,8079
ENSRNOG00000015201,59900651,60014363,113713,8080
ENSRNOG00000015202,177013604,177043902,30299,8081
ENSRNOG00000015205,81694808,81726821,32014,8082
ENSRNOG00000015206,78368867,78379346,10480,8083
ENSRNOG00000015210,58995556,58998033,2478,8084
ENSRNOG00000015211,219628695,219652968,24274,8085
ENSRNOG00000015212,78735598,78756399,20802,8086
ENSRNOG00000015213,242123975,242152834,28860,8087
ENSRNOG00000015215,10594122,10602085,7964,8088
ENSRNOG00000015217,7323040,7335936,12897,8089
ENSRNOG00000015218,196857461,196884302,26842,8090
ENSRNOG00000015220,261514141,261669586,155446,8091
ENSRNOG00000015221,173532803,173541847,9045,8092
ENSRNOG00000015222,202798198,202816562,18365,8093
ENSRNOG00000015225,51492196,51591026,98831,8094
ENSRNOG00000015226,202891537,203043847,152311,8095
ENSRNOG00000015229,78354934,78390907,35974,8096
ENSRNOG00000015230,56982821,57001665,18845,8097
ENSRNOG00000015231,85542702,85548144,5443,8098
ENSRNOG00000015232,242168462,242441247,272786,8099
ENSRNOG00000015233,60028789,60086403,57615,8100
ENSRNOG00000015235,256881771,256914260,32490,8101
ENSRNOG00000015236,59000397,59010903,10507,8102
ENSRNOG00000015237,8498122,8526771,28650,8103
ENSRNOG00000015239,1870388,1885981,15594,8104
ENSRNOG00000015242,37221132,37226065,4934,8105
ENSRNOG00000015248,78522464,78693028,170565,8106
ENSRNOG00000015249,15513063,15529800,16738,8107
ENSRNOG00000015250,227566815,227582895,16081,8108
ENSRNOG00000015253,37226186,37231912,5727,8109
ENSRNOG00000015254,70437776,70438729,954,8110
ENSRNOG00000015255,81837809,81856830,19022,8111
ENSRNOG00000015257,67376294,67492037,115744,8112
ENSRNOG00000015259,72052966,72157773,104808,8113
ENSRNOG00000015260,252090669,252159903,69235,8114
