transcript_id,length
uc002fnh.1,1768
uc002fni.3,2302
uc002fnj.3,3082
uc002fnk.2,1267
uc002fnl.3,2046
uc002fnm.2,4499
uc002fnn.2,4672
uc002fno.2,4327
uc002fnp.3,2657
uc002fnq.3,2432
uc002fnr.4,1736
uc002fns.4,1567
uc002fnt.4,2011
uc002fnu.4,2423
uc002fnv.4,2403
uc002fnw.2,1439
uc002fnx.5,3406
uc002fny.3,1579
uc002fnz.4,457
uc002foa.2,772
uc002fob.2,1149
uc002fod.3,1626
uc002foe.3,1760
uc002fof.3,1742
uc002fog.4,1591
uc002foh.4,1725
uc002foi.3,1046
uc002foj.3,2339
uc002fok.3,1009
uc002fol.1,3130
uc002fom.1,2749
uc002fon.1,1753
uc002foo.1,932
uc002foq.4,4610
uc002for.4,4578
uc002fos.4,4620
uc002fot.4,4588
uc002fou.1,5460
uc002fow.1,1656
uc002fox.1,1650
uc002foz.1,3244
uc002fpa.1,3342
uc002fpb.2,2259
uc002fpc.2,1941
uc002fpe.4,3099
uc002fpf.2,3095
uc002fph.2,1769
uc002fpj.1,3725
uc002fpk.1,2033
uc002fpl.3,916
uc002fpm.3,819
uc002fpn.2,3769
uc002fpo.2,3644
uc002fpp.2,3614
uc002fpq.2,2781
uc002fpr.3,3058
uc002fps.1,1776
uc002fpt.1,3168
uc002fpu.1,2929
uc002fpv.1,3152
uc002fpw.1,2965
uc002fpx.1,1941
uc002fpy.1,611
uc002fpz.1,542
uc002fqa.1,2298
uc002fqb.1,1277
uc002fqc.1,2768
uc002fqd.1,1953
uc002fqe.1,2075
uc002fqf.1,2129
uc002fqg.1,2103
uc002fqh.2,3291
uc002fqi.1,3185
uc002fqj.1,3253
uc002fqk.1,994
uc002fql.3,1349
uc002fqm.2,1003
uc002fqo.3,2442
uc002fqp.4,2115
uc002fqq.3,1688
uc002fqr.2,1781
uc002fqs.2,2060
uc002fqw.3,1618
uc002frc.1,410
uc002fre.2,2754
uc002frf.2,2667
uc002frj.3,3620
uc002frk.3,12729
uc002frl.2,2252
uc002frm.2,2694
uc002frn.2,2781
uc002fro.2,2879
uc002frp.3,2080
uc002frq.3,1984
uc002frr.3,1987
uc002frs.1,3741
uc002frt.3,2325
uc002fru.3,1837
uc002frv.3,1882
uc002frw.3,1801
uc002frx.1,2183
uc002fsa.3,3024
uc002fsb.2,900
uc002fsc.3,1673
uc002fsd.4,5287
uc002fse.4,5604
uc002fsf.4,3785
uc002fsg.4,5063
uc002fsh.1,1073
uc002fsi.1,3596
uc002fsj.3,1827
uc002fsk.3,1860
uc002fsl.3,3225
uc002fsm.3,3055
uc002fsn.3,4721
uc002fso.3,4736
uc002fsp.3,4952
uc002fsq.3,3213
uc002fsr.3,2982
uc002fss.3,3372
uc002fsu.3,3231
uc002fsv.3,3001
uc002fsw.3,2060
uc002fsx.3,1966
uc002fsy.2,3448
uc002fsz.2,3485
uc002fta.2,3415
uc002ftd.3,1791
uc002fte.3,7295
uc002ftf.3,1434
uc002ftg.3,1351
uc002fth.2,3821
uc002fti.2,3320
uc002ftj.2,6869
uc002ftk.1,2284
uc002ftl.3,1533
uc002ftm.4,4334
uc002ftn.1,3235
uc002fto.2,4345
uc002ftp.3,3164
uc002ftq.3,1747
uc002fts.3,2195
uc002ftt.3,2162
uc002ftv.3,2272
uc002ftw.3,2136
uc002ftx.3,1076
uc002fty.4,4102
uc002ftz.4,3287
uc002fub.1,5968
uc002fuc.1,374
uc002fue.1,2477
uc002fuh.1,478
uc002fui.1,2248
uc002fuj.3,4880
uc002fuk.1,86
uc002ful.1,92
uc002fum.4,4867
uc002fun.4,4732
uc002fuq.3,2454
uc002fur.3,4842
uc002fus.3,576
uc002fut.3,5753
uc002fuu.4,4317
uc002fuv.3,875
uc002fuw.4,5614
uc002fux.1,4962
uc002fuy.1,5224
uc002fvc.1,942
uc002fvd.1,930
uc002fvf.3,590
uc002fvg.3,1085
uc002fvh.1,948
uc002fvi.2,1202
uc002fvj.1,945
uc002fvm.3,1465
uc002fvn.3,1409
uc002fvo.3,1424
uc002fvp.3,1403
uc002fvq.3,1418
uc002fvr.3,6113
uc002fvs.2,5086
uc002fvt.2,6110
uc002fvu.3,3106
uc002fvz.1,3838
uc002fwa.3,4042
uc002fwb.3,4431
uc002fwc.3,1383
uc002fwd.3,6285
uc002fwe.1,1944
uc002fwf.1,675
uc002fwg.1,788
uc002fwi.3,2308
uc002fwj.3,2233
uc002fwk.3,2305
uc002fwl.3,2236
uc002fwm.2,1274
uc002fwn.4,675
uc002fwo.4,3861
uc002fwp.3,2796
uc002fwr.3,8950
uc002fwt.3,3500
uc002fwu.3,3554
uc002fwv.3,2458
uc002fww.3,2864
uc002fwx.2,4233
uc002fwy.2,4885
uc002fwz.2,4872
uc002fxa.2,4827
uc002fxb.2,4814
uc002fxc.2,4726
uc002fxd.2,4723
uc002fxe.3,11395
uc002fxg.1,3190
uc002fxh.3,2787
uc002fxi.3,3126
uc002fxj.1,3234
uc002fxk.1,3986
uc002fxl.5,1307
uc002fxm.4,2002
uc002fxn.3,8161
uc002fxo.3,7959
uc002fxp.3,7953
uc002fxq.1,3415
uc002fxr.4,1912
uc002fxs.3,4208
uc002fxt.3,1893
uc002fxu.3,1756
uc002fxw.1,1890
uc002fxx.2,4349
uc002fxy.2,2666
uc002fxz.4,4105
uc002fya.4,1951
uc002fyb.4,4568
uc002fyc.4,2534
uc002fyd.4,2630
uc002fye.2,1937
uc002fyf.1,2285
uc002fyg.1,1270
uc002fyh.3,2695
uc002fyi.4,3674
uc002fyj.3,1919
uc002fyk.3,1874
uc002fyl.3,1955
uc002fym.3,1910
uc002fyn.3,1888
uc002fyp.3,830
uc002fyr.4,2324
uc002fys.4,1451
uc002fyt.3,2307
uc002fyu.3,2448
uc002fyv.3,2424
uc002fyw.1,708
uc002fyx.3,768
uc002fyy.3,652
uc002fyz.2,3277
uc002fza.2,1222
uc002fzb.4,852
uc002fzc.3,3496
uc002fzd.3,3463
uc002fzk.1,2460
uc002fzl.3,3082
uc002fzo.2,1812
uc002fzp.2,2362
uc002fzs.3,1708
uc002fzu.3,1679
uc002fzw.2,990
uc002fzy.3,759
uc002gaa.4,1365
uc002gab.4,1485
uc002gac.4,1527
uc002gae.3,1025
uc002gaf.3,1141
uc002gag.2,4782
uc002gah.2,4510
uc002gai.2,4394
uc002gaj.3,1553
uc002gak.3,1266
uc002gal.3,1383
uc002gam.3,1221
uc002gan.2,7917
uc002gao.4,2381
uc002gap.4,2415
uc002gaq.3,4995
uc002gar.1,2117
uc002gat.3,2078
uc002gau.1,8502
uc002gav.1,7971
uc002gaw.3,1934
uc002gay.1,33
uc002gba.3,29
uc002gbb.3,57
uc002gbd.3,42
uc002gbf.3,555
uc002gbg.2,1728
uc002gbh.3,2423
uc002gbi.3,2192
uc002gbj.3,955
uc002gbk.2,1046
uc002gbl.4,5302
uc002gbm.4,5401
uc002gbn.3,1187
uc002gbo.2,2495
uc002gbp.1,2542
uc002gbq.2,1679
uc002gbr.2,1615
uc002gbs.2,1567
uc002gbt.2,1538
uc002gbu.2,1426
uc002gbv.2,1503
uc002gbw.2,1362
uc002gbx.1,2536
uc002gby.1,1163
uc002gbz.3,4993
uc002gca.3,5618
uc002gcb.3,5457
uc002gcc.1,1124
uc002gcd.4,2299
uc002gce.4,2535
uc002gcg.1,5098
uc002gch.4,5148
uc002gci.3,5613
uc002gcj.3,5523
uc002gck.3,5481
uc002gcl.3,5391
uc002gcm.3,1821
uc002gcn.3,5821
uc002gco.3,5846
uc002gcp.3,2971
uc002gcq.3,2791
uc002gcr.3,2782
uc002gcs.3,2173
uc002gcu.2,1544
uc002gcw.2,1499
uc002gdd.4,7151
uc002gde.4,4685
uc002gdf.4,2075
uc002gdg.4,1656
uc002gdh.4,1559
uc002gdj.3,3282
uc002gdk.3,3231
uc002gdl.1,2506
uc002gdm.1,2441
uc002gdn.3,3624
uc002gdo.3,3567
uc002gdp.4,3538
uc002gdq.4,3371
uc002gdr.4,3481
uc002gdt.3,1413
uc002gdu.1,1070
uc002gdv.3,2768
uc002gdw.3,2216
uc002gdx.4,2358
uc002gdy.3,1722
uc002gdz.4,1023
uc002gea.4,1156
uc002gec.3,1909
uc002ged.3,1495
uc002geg.2,3520
uc002geh.3,1748
uc002gei.1,1803
uc002gej.3,1699
uc002gek.3,1771
uc002gen.1,1202
uc002geo.2,1441
uc002gep.3,1456
uc002geq.3,1384
uc002ger.3,1544
uc002ges.4,1503
uc002get.4,4322
uc002geu.3,1425
uc002gev.4,2292
uc002gew.4,2226
uc002gex.4,2367
uc002gey.2,83
uc002gez.1,3016
uc002gfa.3,2037
uc002gfb.3,893
uc002gfd.2,1713
uc002gfe.2,1780
uc002gfg.1,1313
uc002gfh.1,1389
uc002gfi.1,1477
uc002gfj.3,2175
uc002gfk.1,640
uc002gfm.4,2009
uc002gfn.4,1442
uc002gfp.3,3149
uc002gfq.2,1583
uc002gfr.3,1256
uc002gft.3,1284
uc002gfu.3,1340
uc002gfw.1,1586
uc002gfx.1,1473
uc002gfy.1,2607
uc002gfz.1,2484
uc002gga.1,5187
uc002ggb.1,5181
uc002ggc.1,2091
uc002ggd.2,2508
uc002gge.4,3055
uc002ggf.1,1169
uc002ggg.1,1137
uc002ggh.1,1145
uc002ggi.4,2922
uc002ggj.4,2907
uc002ggm.2,2073
uc002ggn.2,2069
uc002ggo.2,1961
uc002ggp.3,1740
uc002ggq.2,2007
uc002ggr.2,2597
uc002ggs.3,481
uc002ggt.1,4642
uc002ggv.3,982
uc002ggw.3,1649
uc002ggx.1,1973
uc002ggy.2,1822
uc002ggz.3,2715
uc002ghb.3,2437
uc002ghc.4,5866
uc002ghd.4,5942
uc002ghe.3,2324
uc002ghf.4,6738
uc002ghg.3,1386
uc002ghh.3,1625
uc002ghi.1,1864
uc002ghj.2,2095
uc002ghk.2,2276
uc002ghl.2,2228
uc002ghm.3,2494
uc002ghn.2,1578
uc002gho.2,4304
uc002ghr.1,2237
uc002ghs.1,135
uc002ght.3,148
uc002ghu.3,1775
uc002ghv.3,1856
uc002ghw.3,1618
uc002ghx.3,1761
uc002ghy.1,1048
uc002ghz.1,1394
uc002gia.2,2987
uc002gib.1,918
uc002gic.2,963
uc002gid.3,1103
uc002gie.2,1277
uc002gif.1,3332
uc002gig.1,1043
uc002gih.3,1177
uc002gii.2,2271
uc002gij.3,2591
uc002gim.3,2588
uc002gin.3,705
uc002gio.3,581
uc002gip.3,1877
uc002giq.3,1909
uc002gir.3,1963
uc002gis.3,3219
uc002git.3,2994
uc002giu.1,13505
uc002giv.3,649
uc002giw.1,6704
uc002gix.3,3865
uc002giy.3,874
uc002giz.3,523
uc002gja.3,999
uc002gjb.4,3746
uc002gjd.2,7354
uc002gje.2,7325
uc002gjf.2,7223
uc002gjg.1,1655
uc002gjh.2,3764
uc002gji.1,138
uc002gjj.2,2512
uc002gjl.3,2525
uc002gjm.2,2458
uc002gjo.2,819
uc002gjp.3,4137
uc002gjq.3,4071
uc002gjr.3,2854
uc002gjt.2,3623
uc002gju.3,2715
uc002gjv.3,2628
uc002gjw.3,2493
uc002gjx.1,1880
uc002gjy.1,2502
uc002gka.3,3362
uc002gkb.2,1682
uc002gkc.3,1667
uc002gkd.3,4709
uc002gkg.4,1757
uc002gkh.4,1775
uc002gki.4,1754
uc002gkj.4,1491
uc002gkk.2,2381
uc002gkm.4,1297
uc002gkn.4,1300
uc002gko.4,1307
uc002gkp.4,2094
uc002gkq.4,7072
uc002gkr.3,5385
uc002gks.3,2796
uc002gkt.3,1645
uc002gku.1,2785
uc002gkv.3,854
uc002gkw.3,768
uc002gkx.3,1078
uc002gky.3,1166
uc002gkz.1,1589
uc002gla.4,1392
uc002glb.2,2147
uc002glc.3,4204
uc002gld.3,4140
uc002gle.1,1149
uc002glf.1,1964
uc002glg.1,2544
uc002glh.1,582
uc002gli.4,2433
uc002glj.4,2398
uc002glk.1,3927
uc002gll.4,7669
uc002glm.4,7762
uc002gln.3,1380
uc002glo.3,1158
uc002glp.2,2240
uc002glq.1,3038
uc002glr.1,3408
uc002gls.1,3276
uc002glt.3,4433
uc002glu.4,4321
uc002glw.4,5954
uc002glx.3,968
uc002gly.3,2193
uc002glz.3,1989
uc002gma.4,3644
uc002gmc.4,2639
uc002gmd.1,1662
uc002gme.1,1175
uc002gmf.1,133
uc002gmg.1,8211
uc002gmh.1,7773
uc002gmi.2,8024
uc002gmj.1,8181
uc002gmk.1,5992
uc002gml.1,2271
uc002gmm.2,6038
uc002gmn.3,6015
uc002gmo.3,6020
uc002gmp.4,6086
uc002gmq.2,6038
uc002gmr.4,1754
uc002gmt.3,1518
uc002gmu.3,1602
uc002gmv.3,1606
uc002gmx.3,3092
uc002gmy.3,3062
uc002gmz.3,1530
uc002gna.4,7262
uc002gnc.2,7415
uc002gnd.1,2025
uc002gne.3,13750
uc002gnf.3,3147
uc002gng.1,2767
uc002gnh.1,2282
uc002gni.1,2279
uc002gnj.3,3743
uc002gnk.3,3776
uc002gnl.2,2767
uc002gnm.2,2605
uc002gnn.2,6806
uc002gno.2,6950
uc002gnp.1,2344
uc002gnq.2,5805
uc002gnr.4,4256
uc002gns.4,4172
uc002gnt.1,936
uc002gnv.4,3233
uc002gnx.4,3516
uc002gnz.4,3804
uc002gob.1,2527
uc002goc.1,2800
uc002god.1,1101
uc002goe.1,1944
uc002gof.4,3002
uc002goh.1,2032
uc002goj.3,1670
uc002gok.3,1799
uc002gol.3,1829
uc002gon.3,1784
uc002goo.3,1029
uc002gop.2,2495
uc002goq.2,1614
uc002gor.1,5807
uc002gou.2,820
uc002gov.4,2763
uc002gow.3,1920
uc002gox.3,2901
uc002goy.3,3178
uc002goz.4,3958
uc002gpa.3,5377
uc002gpb.4,1625
uc002gpc.3,2856
uc002gpd.1,1885
uc002gpe.3,1877
uc002gpf.3,2007
uc002gpg.3,1279
uc002gph.3,3499
uc002gpj.3,3074
uc002gpk.4,3120
uc002gpl.3,3783
uc002gpm.3,5297
uc002gpn.3,9286
uc002gpo.3,9794
uc002gpp.1,4304
uc002gpq.1,531
uc002gpr.3,3100
uc002gps.2,2049
uc002gpu.3,996
uc002gpv.3,1152
uc002gpw.3,1164
uc002gpx.3,971
uc002gpy.3,2808
uc002gpz.4,2198
uc002gqa.4,991
uc002gqb.4,947
uc002gqc.3,1257
uc002gqf.1,73
uc002gqg.2,2729
uc002gqh.3,2703
uc002gqi.2,4278
uc002gqk.1,5828
uc002gql.1,5030
uc002gqm.2,3763
uc002gqo.2,1759
uc002gqr.1,4838
uc002gqs.1,1358
uc002gqt.1,1220
uc002gqu.2,11023
uc002gqv.2,10960
uc002gqw.2,10253
uc002gqx.2,12027
uc002gqy.2,11964
uc002gqz.3,2577
uc002gra.4,3686
uc002grb.4,1741
uc002grc.2,2523
uc002grd.3,1863
uc002grf.3,1588
uc002grg.3,1606
uc002grh.1,2222
uc002gri.3,1746
uc002grj.3,895
uc002grk.3,1008
uc002grl.4,1016
uc002grm.3,7660
uc002grn.1,5665
uc002gro.4,520
uc002grp.2,3797
uc002grq.2,5377
uc002grr.2,5333
uc002grs.2,4739
uc002grt.2,5001
uc002gru.2,4911
uc002gry.4,5658
uc002grz.4,5808
uc002gsd.1,1828
uc002gse.1,1552
uc002gsg.1,4232
uc002gsh.2,1997
uc002gsl.3,3051
uc002gsm.1,1965
uc002gsn.2,2161
uc002gsp.3,4224
uc002gsq.2,3954
uc002gsr.2,4357
uc002gss.2,3274
uc002gst.3,2593
uc002gsu.3,2519
uc002gsw.1,3242
uc002gsx.1,4116
uc002gsy.4,8310
uc002gsz.3,2652
uc002gta.3,2519
uc002gtb.3,2402
uc002gtc.1,2757
uc002gtd.1,1383
uc002gte.3,1991
uc002gtg.1,31
uc002gth.2,64
uc002gti.3,56
uc002gtj.3,59
uc002gtk.1,35
uc002gto.3,50
uc002gtp.3,103
uc002gtt.1,1871
uc002gtv.3,3153
uc002gtw.3,1719
uc002gty.3,4694
uc002gtz.2,2281
uc002gua.4,8695
uc002guc.2,2197
uc002gud.2,1978
uc002guf.2,810
uc002gug.1,2392
uc002guh.1,2192
uc002gui.1,1982
uc002guk.3,3442
uc002gul.3,3469
uc002gum.2,1789
uc002guo.2,1904
uc002gup.2,2020
uc002guq.2,1437
uc002gur.2,2201
uc002gus.1,1489
uc002gut.2,2140
uc002guu.2,2092
uc002guv.2,2011
uc002guw.3,2930
uc002gux.1,1943
uc002guy.3,2033
uc002gva.1,771
uc002gvb.1,771
uc002gvc.2,1162
uc002gvd.4,4835
uc002gve.4,4664
uc002gvf.4,3776
uc002gvh.1,2891
uc002gvi.1,1931
uc002gvj.3,1944
uc002gvk.4,928
uc002gvn.3,3150
uc002gvo.3,2747
uc002gvp.3,2939
uc002gvq.3,2851
uc002gvs.3,1961
uc002gvt.3,1852
uc002gvx.3,2024
uc002gvy.1,3279
uc002gvz.1,152
uc002gwa.1,3827
uc002gwb.1,3702
uc002gwd.1,3231
uc002gwe.4,2355
uc002gwf.4,2289
uc002gwg.4,2247
uc002gwh.4,2325
uc002gwi.3,2742
uc002gwj.3,1778
uc002gwk.3,2212
uc002gwl.1,2384
uc002gwm.4,3898
uc002gwn.3,9139
uc002gwo.4,3941
uc002gwp.2,2167
uc002gwq.3,4011
uc002gwr.3,4973
uc002gws.3,3952
uc002gwt.3,4882
uc002gwu.3,4891
uc002gwv.3,3861
uc002gwx.3,1164
uc002gwy.3,2836
uc002gwz.1,1243
uc002gxa.1,1246
uc002gxb.3,1955
uc002gxc.1,2333
uc002gxe.2,35
uc002gxh.3,50
uc002gxi.3,43
uc002gxj.1,30
uc002gxm.1,31
uc002gxw.2,35
uc002gxx.3,59
uc002gxy.3,60
uc002gyb.1,44
uc002gyc.3,39
uc002gyf.3,2806
uc002gyg.1,2405
uc002gyh.1,2147
uc002gyi.1,819
uc002gyj.3,1407
uc002gyk.2,1670
uc002gyl.4,5285
uc002gym.4,5220
uc002gyn.4,4980
uc002gyo.3,1841
uc002gyp.2,1396
uc002gyq.2,1688
uc002gys.3,2318
uc002gyt.3,2443
uc002gyv.1,5230
uc002gyw.4,7912
uc002gyx.1,2256
uc002gyy.3,1187
uc002gyz.4,609
uc002gza.2,3798
uc002gzb.2,1555
uc002gzd.1,2832
uc002gze.1,2394
uc002gzf.1,4188
uc002gzg.3,3083
uc002gzh.1,32
uc002gzi.1,27
uc002gzj.1,3154
uc002gzl.1,2527
uc002gzm.3,3406
uc002gzn.3,2319
uc002gzo.1,2901
uc002gzp.3,1764
uc002gzq.3,1668
uc002gzr.3,1597
uc002gzu.3,4206
uc002gzx.3,1481
uc002gzy.1,2218
uc002haa.3,1070
uc002hac.3,742
uc002had.3,43
uc002hae.2,66
uc002haf.2,37
uc002hah.3,48
uc002hai.2,55
uc002hak.2,42
uc002hal.3,31
uc002hao.3,55
uc002har.3,33
uc002has.3,1950
uc002hat.3,2568
uc002hau.2,996
uc002hav.2,1115
uc002haw.2,878
uc002hax.2,3379
uc002hay.3,3809
uc002haz.3,2715
uc002hba.3,1449
uc002hbc.3,1677
uc002hbe.1,5802
uc002hbf.2,6489
uc002hbh.3,2357
uc002hbi.3,2560
uc002hbj.3,2697
uc002hbk.2,1384
uc002hbm.2,1651
uc002hbn.2,2756
uc002hbo.2,2873
uc002hbp.3,1651
uc002hbq.3,3808
uc002hbu.3,7435
uc002hbv.3,1586
uc002hbw.3,1565
uc002hbx.3,1262
uc002hby.3,5877
uc002hbz.1,1969
uc002hca.1,1247
uc002hcb.3,1262
uc002hce.2,1766
uc002hcg.2,1742
uc002hch.2,1448
uc002hci.3,970
uc002hcj.1,67
uc002hcl.2,72
uc002hcm.1,63
uc002hcn.1,74
uc002hco.3,1021
uc002hcp.3,2858
uc002hcq.1,763
uc002hcs.3,2902
uc002hct.1,4248
uc002hcw.3,2645
uc002hcx.1,1070
uc002hcy.1,1825
uc002hcz.1,1634
uc002hda.1,1686
uc002hdc.3,2632
uc002hdd.4,1923
uc002hde.4,1921
uc002hdf.3,940
uc002hdg.1,4475
uc002hdh.1,4416
uc002hdi.1,3897
uc002hdj.1,2957
uc002hdk.1,2021
uc002hdl.3,682
uc002hdm.2,3892
uc002hdp.2,4212
uc002hdq.1,4048
uc002hdr.1,2412
uc002hds.2,6497
uc002hdt.1,7583
uc002hdu.1,7538
uc002hdv.1,2089
uc002hdw.3,790
uc002hdx.4,9155
uc002hdy.4,10880
uc002hdz.2,12081
uc002heb.1,5557
uc002hed.2,3355
uc002hee.3,1453
uc002hef.2,3733
uc002heg.2,3760
uc002heh.3,3023
uc002hei.3,3173
uc002hej.3,2630
uc002hel.2,2397
uc002hem.3,1801
uc002hen.3,2371
uc002heo.1,9166
uc002hep.1,1796
uc002heq.3,915
uc002her.3,781
uc002het.3,5132
uc002heu.4,2515
uc002hev.4,2546
uc002hew.1,94
uc002hex.4,2874
uc002hey.5,6606
uc002hez.2,2537
uc002hfa.1,1201
uc002hfb.2,9043
uc002hfc.1,866
uc002hfd.3,5209
uc002hfe.3,5215
uc002hff.3,5231
uc002hfg.1,30
uc002hfh.3,1210
uc002hfi.3,1161
uc002hfj.1,29
uc002hfl.3,4178
uc002hfp.3,886
uc002hfq.3,1560
uc002hfr.4,2941
uc002hfs.1,6242
uc002hft.1,3606
uc002hfu.2,1339
uc002hfv.2,1298
uc002hfw.2,1692
uc002hfx.3,2749
uc002hfy.3,2746
uc002hfz.3,2155
uc002hga.3,1992
uc002hgb.3,1848
uc002hgc.3,665
uc002hge.2,2265
uc002hgf.2,2939
uc002hgg.3,12425
uc002hgh.3,12362
uc002hgi.1,5691
uc002hgj.3,1895
uc002hgk.2,1995
uc002hgl.3,3010
uc002hgm.3,2869
uc002hgn.1,8625
uc002hgo.2,8275
uc002hgp.3,937
uc002hgq.3,2347
uc002hgr.3,2065
uc002hgs.2,4477
uc002hgt.2,4408
uc002hgu.3,3027
uc002hgv.3,3407
uc002hgw.3,3309
uc002hgx.3,3214
uc002hgy.3,3213
uc002hgz.3,3090
uc002hha.3,3310
uc002hhb.3,3086
uc002hhc.4,1204
uc002hhe.1,4661
uc002hhf.1,4475
uc002hhg.3,4583
uc002hhh.4,2275
uc002hhi.4,2230
uc002hhj.4,2323
uc002hhk.1,4713
uc002hhl.1,4295
uc002hhm.4,3897
uc002hhn.3,3854
uc002hho.1,5182
uc002hhp.1,3240
uc002hhq.3,1795
uc002hhr.3,1719
uc002hhs.1,819
uc002hht.3,3442
uc002hhu.3,2690
uc002hhv.3,632
uc002hhw.1,1031
uc002hhx.1,1077
uc002hhy.3,747
uc002hhz.4,815
uc002hia.1,925
uc002hib.3,1250
uc002hic.3,851
uc002hid.1,542
uc002hie.1,3997
uc002hif.3,4369
uc002hig.3,1898
uc002hih.4,1657
uc002hii.3,1235
uc002hij.3,3103
uc002hik.2,3722
uc002him.1,3932
uc002hin.1,4121
uc002hio.2,4181
uc002hip.2,4073
uc002hiq.2,3904
uc002hir.2,2404
uc002his.2,2068
uc002hit.2,2285
uc002hiu.2,2150
uc002hiv.1,359
uc002hiw.1,673
uc002hix.3,1355
uc002hiy.1,2574
uc002hiz.1,2709
uc002hja.3,5679
uc002hjb.3,5673
uc002hjc.3,5670
uc002hjd.2,1874
uc002hje.3,1247
uc002hjf.4,4647
uc002hjg.4,4999
uc002hjh.4,5106
uc002hji.4,2390
uc002hjj.4,2495
uc002hjk.1,8523
uc002hjl.2,8469
uc002hjm.2,7798
uc002hjn.3,2568
uc002hjo.1,97
uc002hjp.3,2683
uc002hjq.3,5763
uc002hjr.3,5721
uc002hjs.3,5807
uc002hjt.3,5746
uc002hju.3,3194
uc002hjv.2,3014
uc002hjw.1,2264
uc002hjx.3,1031
uc002hjy.1,2462
uc002hjz.1,2187
uc002hka.3,1021
uc002hkb.3,2103
uc002hkc.4,2182
uc002hkd.4,2191
uc002hke.1,1969
uc002hkf.3,1229
uc002hkg.4,965
uc002hkh.3,1165
uc002hki.3,815
uc002hkj.2,924
uc002hkk.2,945
uc002hkl.3,1497
uc002hkm.3,1728
uc002hkn.2,510
uc002hkq.3,3873
uc002hks.1,625
uc002hkt.1,574
uc002hku.3,770
uc002hkv.3,796
uc002hkw.1,667
uc002hkx.1,552
uc002hky.2,2114
uc002hkz.2,43
uc002hla.1,31
uc002hlc.3,29
uc002hle.2,961
uc002hlf.2,783
uc002hlh.1,534
uc002hli.1,853
uc002hlj.2,649
uc002hlk.2,2115
uc002hll.1,2653
uc002hlm.2,2538
uc002hln.2,43
uc002hlo.1,31
uc002hlq.3,29
uc002hlt.1,185
uc002hlw.3,658
uc002hlx.3,543
uc002hly.2,649
uc002hmb.2,2836
uc002hmc.3,2305
uc002hmd.3,2721
uc002hmf.3,43
uc002hmh.3,29
uc002hmi.3,59
uc002hmk.1,1605
uc002hml.1,881
uc002hmm.4,2118
uc002hmn.3,43
uc002hmp.2,30
uc002hmq.3,59
uc002hms.1,953
uc002hmt.1,921
uc002hmw.3,3801
uc002hmx.2,2441
uc002hmy.1,2243
uc002hmz.1,2255
uc002hna.3,2374
uc002hnb.3,2845
uc002hnc.1,2316
uc002hnd.3,1598
uc002hne.3,1833
uc002hnf.3,1291
uc002hng.1,1462
uc002hnh.2,3431
uc002hni.3,2141
uc002hnk.3,9737
uc002hnl.3,9626
uc002hnm.3,9556
uc002hnn.3,10663
uc002hno.3,9989
uc002hnp.1,662
uc002hnq.2,1632
uc002hnr.1,608
uc002hns.3,1862
uc002hnt.3,1632
uc002hnu.1,1304
uc002hnv.3,1840
uc002hnw.3,1575
uc002hnx.2,1508
uc002hnz.2,2192
uc002hoa.3,8171
uc002hob.3,8135
uc002hoc.3,7934
uc002hod.3,7766
uc002hoe.3,7901
uc002hof.3,3624
uc002hog.1,4234
uc002hoh.2,3937
uc002hoi.2,3822
uc002hoj.1,1858
uc002hok.4,2836
uc002hom.1,2319
uc002hon.1,2455
uc002hoo.2,2305
uc002hop.2,2721
uc002hoq.2,2836
uc002hor.3,59
uc002hou.3,29
uc002how.1,1604
uc002hox.2,2836
uc002hpj.2,30
uc002hpl.3,33
uc002hpn.2,881
uc002hpp.2,2305
uc002hpq.2,2721
uc002hpr.2,2509
uc002hps.3,29
uc002hpt.2,30
uc002hpu.3,59
uc002hpv.1,33
uc002hpx.2,1281
uc002hpy.3,1705
uc002hpz.3,7980
uc002hqa.3,7978
uc002hqb.3,8438
uc002hqc.3,5436
uc002hqd.3,7050
uc002hqe.2,5225
uc002hqf.1,5204
uc002hqg.3,1315
uc002hqh.1,1890
uc002hqi.4,7500
uc002hqj.3,1417
uc002hqk.4,6479
uc002hqp.1,2607
uc002hqr.3,754
uc002hqs.3,5732
uc002hqu.4,3103
uc002hqv.2,566
uc002hqx.1,577
uc002hqy.1,2821
uc002hqz.1,133
uc002hra.3,4109
uc002hrb.2,3692
uc002hrc.2,2302
uc002hrd.1,3580
uc002hre.1,2305
uc002hrf.1,1163
uc002hrg.2,6252
uc002hrh.2,6816
uc002hri.2,6616
uc002hrj.1,6637
uc002hrk.1,6551
uc002hrl.1,5653
uc002hrm.2,3742
uc002hrn.3,1754
uc002hro.3,1889
uc002hrp.2,917
uc002hrq.1,732
uc002hrs.3,3277
uc002hrt.3,10381
uc002hru.2,2871
uc002hrv.4,8148
uc002hrw.4,8263
uc002hry.3,3032
uc002hrz.3,1844
uc002hsb.3,1503
uc002hsc.3,1419
uc002hsd.3,2834
uc002hse.3,2780
uc002hsf.3,3121
uc002hsh.3,963
uc002hsi.2,958
uc002hsj.3,2687
uc002hsk.3,2534
uc002hsl.3,2505
uc002hsm.3,4816
uc002hsn.1,1542
uc002hso.3,4624
uc002hsp.3,4687
uc002hsq.3,754
uc002hsr.3,2262
uc002hss.3,2107
uc002hst.3,1949
uc002hsu.4,9667
