geneId,id,start_position,end_position,length
ENSG00000163050,10905,226897536,226987545,90010
ENSG00000163053,10906,230034974,230068999,34026
ENSG00000163060,10907,94871433,94876829,5397
ENSG00000163064,10908,118842171,118847678,5508
ENSG00000163069,10909,52020706,52038482,17777
ENSG00000163071,10910,52051331,52097292,45962
ENSG00000163072,10911,168786539,168865514,78976
ENSG00000163075,10912,119544432,119662251,117820
ENSG00000163081,10913,222298147,222305217,7071
ENSG00000163082,10914,222424517,222560948,136432
ENSG00000163083,10915,120346143,120351808,5666
ENSG00000163092,10916,166888487,167259753,371267
ENSG00000163093,10917,169479178,169506655,27478
ENSG00000163098,10918,53289601,53291626,2026
ENSG00000163104,10919,94207611,94291292,83682
ENSG00000163106,10920,94298535,94342876,44342
ENSG00000163110,10921,94451857,94668227,216371
ENSG00000163114,10922,95840019,95841474,1456
ENSG00000163116,10923,97184093,98143240,959148
ENSG00000163121,10924,96497643,96508109,10467
ENSG00000163125,10925,150363091,150476566,113476
ENSG00000163126,10926,96824526,96857934,33409
ENSG00000163131,10927,150730196,150765957,35762
ENSG00000163132,10928,4859666,4863936,4271
ENSG00000163138,10929,20696282,20752907,56626
ENSG00000163141,10930,151036570,151047600,11031
ENSG00000163145,10931,15339818,15446166,106349
ENSG00000163154,10932,151156629,151159749,3121
ENSG00000163155,10933,151159748,151165948,6201
ENSG00000163156,10934,151156664,151170297,13634
ENSG00000163157,10935,151169986,151176284,6299
ENSG00000163159,10936,151169987,151195321,25335
ENSG00000163161,10937,127257290,127294176,36887
ENSG00000163162,10938,101271219,101308701,37483
ENSG00000163166,10939,127436207,127526886,90680
ENSG00000163170,10940,74135398,74147994,12597
ENSG00000163171,10941,37641882,37738468,96587
ENSG00000163191,10942,152032506,152047907,15402
ENSG00000163202,10943,152579381,152580504,1124
ENSG00000163206,10944,152878317,152885047,6731
ENSG00000163207,10945,152908545,152911886,3342
ENSG00000163209,10946,153001747,153003856,2110
ENSG00000163214,10947,38797729,38875934,78206
ENSG00000163216,10948,153039725,153041931,2207
ENSG00000163217,10949,68865481,68871517,6037
ENSG00000163218,10950,153330120,153348840,18721
ENSG00000163219,10951,68679601,68826833,147233
ENSG00000163220,10952,153357854,153361027,3174
ENSG00000163221,10953,153373706,153375649,1944
ENSG00000163235,10954,70447280,70554193,106914
ENSG00000163239,10955,154502219,154548147,45929
ENSG00000163249,10956,207711540,207761839,50300
ENSG00000163251,10957,207762586,207769563,6978
ENSG00000163254,10958,208128137,208129830,1694
ENSG00000163257,10959,17800655,17810758,10104
ENSG00000163263,10960,154199372,154206333,6962
ENSG00000163273,10961,231921820,231926403,4584
ENSG00000163281,10962,44682200,44726595,44396
ENSG00000163283,10963,232378534,232382889,4356
ENSG00000163285,10964,46035769,46124081,88313
ENSG00000163286,10965,232406843,232410714,3872
ENSG00000163288,10966,46993723,47426444,432722
ENSG00000163291,10967,78887127,78939438,52312
ENSG00000163293,10968,47914142,48040173,126032
ENSG00000163295,10969,232456123,232460032,3910
ENSG00000163297,10970,79901149,80125454,224306
ENSG00000163312,10971,83407343,83455856,48514
ENSG00000163319,10972,83455932,83469735,13804
ENSG00000163320,10973,88051944,88149885,97942
ENSG00000163322,10974,83459517,83523348,63832
ENSG00000163328,10975,174431571,174487094,55524
ENSG00000163331,10976,158795317,158862781,67465
ENSG00000163344,10977,154924734,154936991,12258
ENSG00000163346,10978,154944076,154956123,12048
ENSG00000163347,10979,190305701,190322475,16775
ENSG00000163348,10980,154957026,154963853,6828
ENSG00000163349,10981,113929192,113977869,48678
ENSG00000163352,10982,154993586,154994315,730
ENSG00000163354,10983,155018520,155033781,15262
ENSG00000163357,10984,155033824,155050930,17107
ENSG00000163359,10985,237324003,237414375,90373
ENSG00000163362,10986,200891048,200915735,24688
ENSG00000163364,10987,176629589,176637931,8343
ENSG00000163374,10988,155659443,155689000,29558
ENSG00000163376,10989,66998307,67011210,12904
ENSG00000163377,10990,68731766,68953297,221532
ENSG00000163378,10991,68975214,69013961,38748
ENSG00000163380,10992,69106872,69123032,16161
ENSG00000163382,10993,156591762,156594299,2538
ENSG00000163389,10994,119468938,119494708,25771
ENSG00000163393,10995,115976498,116070054,93557
ENSG00000163394,10996,26481400,26490462,9063
ENSG00000163395,10997,201190825,201228952,38128
ENSG00000163399,10998,116372668,116410261,37594
ENSG00000163406,10999,121894089,121944102,50014
ENSG00000163412,11000,71675416,71754773,79358
ENSG00000163421,11001,71771656,71785206,13551
ENSG00000163424,11002,119146150,119160042,13893
ENSG00000163428,11003,120324509,120349339,24831
ENSG00000163430,11004,120392293,120451253,58961
ENSG00000163431,11005,201896452,201946588,50137
ENSG00000163435,11006,202007945,202017188,9244
ENSG00000163440,11007,55556525,55592212,35688
ENSG00000163444,11008,203007386,203024848,17463
ENSG00000163449,11009,216081866,216102783,20918
ENSG00000163453,11010,57030773,57110385,79613
ENSG00000163462,11011,155173787,155184971,11185
ENSG00000163463,11012,155169408,155173475,4068
ENSG00000163464,11013,218162845,218166995,4151
ENSG00000163466,11014,218217094,218254356,37263
ENSG00000163467,11015,156337314,156346995,9682
ENSG00000163468,11016,156308968,156367873,58906
ENSG00000163472,11017,156282935,156293185,10251
ENSG00000163479,11018,156009048,156020959,11912
ENSG00000163481,11019,218663864,218672411,8548
ENSG00000163482,11020,218672026,218702716,30691
ENSG00000163485,11021,203090654,203167405,76752
ENSG00000163491,11022,27110085,27369460,259376
ENSG00000163492,11023,178830269,179050086,219818
ENSG00000163497,11024,218981087,218985657,4571
ENSG00000163499,11025,218990189,218993421,3233
ENSG00000163501,11026,219054420,219060467,6048
ENSG00000163507,11027,108549869,108589644,39776
ENSG00000163508,11028,27715949,27722711,6763
ENSG00000163510,11029,179944876,180007113,62238
ENSG00000163512,11030,28315003,28349127,34125
ENSG00000163513,11031,30606502,30694142,87641
ENSG00000163515,11032,108743424,108757384,13961
ENSG00000163516,11033,219229757,219236669,6913
ENSG00000163517,11034,13479724,13506424,26701
ENSG00000163518,11035,157573749,157598080,24332
ENSG00000163519,11036,108822698,108855005,32308
ENSG00000163520,11037,13549131,13638422,89292
ENSG00000163521,11038,219236606,219245478,8873
ENSG00000163527,11039,31532638,31637622,104985
ENSG00000163528,11040,14112077,14124870,12794
ENSG00000163530,11041,109293788,109316517,22730
ENSG00000163531,11042,204828651,205022822,194172
ENSG00000163534,11043,157794403,157820105,25703
ENSG00000163535,11044,200510008,200583782,73775
ENSG00000163536,11045,167735243,167825568,90326
ENSG00000163539,11046,33496245,33718356,222112
ENSG00000163541,11047,84423523,84460045,36523
ENSG00000163545,11048,205302059,205321791,19733
ENSG00000163554,11049,158610706,158686698,75993
ENSG00000163558,11050,170222365,170305981,83617
ENSG00000163563,11051,158831317,158849506,18190
ENSG00000163564,11052,158930796,158977054,46259
ENSG00000163565,11053,158999968,159055155,55188
ENSG00000163568,11054,159062484,159147096,84613
ENSG00000163576,11055,19879472,19947025,67554
ENSG00000163577,11056,170888415,170908693,20279
ENSG00000163581,11057,170996348,171026750,30403
ENSG00000163584,11058,170864875,170870483,5609
ENSG00000163586,11059,88122982,88128116,5135
ENSG00000163590,11060,160755602,161078907,323306
ENSG00000163596,11061,202773150,202871985,98836
ENSG00000163597,11062,76557766,76565348,7583
ENSG00000163599,11063,203867786,203873960,6175
ENSG00000163600,11064,203936748,203961577,24830
ENSG00000163602,11065,72371825,72446621,74797
ENSG00000163605,11066,72996785,73069199,72415
ENSG00000163606,11067,112921209,112975122,53914
ENSG00000163607,11068,112990918,113015060,24143
ENSG00000163608,11069,113002440,113019861,17422
ENSG00000163611,11070,113442718,113515187,72470
ENSG00000163612,11071,9153296,9165451,12156
ENSG00000163617,11072,113964137,114056613,92477
ENSG00000163618,11073,62398346,62875389,477044
ENSG00000163623,11074,84491987,84498450,6464
ENSG00000163624,11075,84582979,84651338,68360
ENSG00000163625,11076,84669610,84966391,296782
ENSG00000163626,11077,73052362,73069755,17394
ENSG00000163629,11078,86594315,86815171,220857
ENSG00000163630,11079,63228315,63616921,388607
ENSG00000163631,11080,73397114,73421412,24299
ENSG00000163632,11081,63819362,63848636,29275
ENSG00000163633,11082,86876205,86936202,59998
ENSG00000163634,11083,63833870,63863903,30034
ENSG00000163635,11084,63864557,64003462,138906
ENSG00000163636,11085,64010549,64024010,13462
ENSG00000163637,11086,64092242,64445476,353235
ENSG00000163638,11087,64515654,64688000,172347
ENSG00000163644,11088,88257620,88284769,27150
ENSG00000163645,11089,150659885,150703971,44087
ENSG00000163646,11090,150926163,150972999,46837
ENSG00000163655,11091,155870536,155944026,73491
ENSG00000163659,11092,156673235,156706770,33536
ENSG00000163660,11093,157146508,157160760,14253
ENSG00000163661,11094,157436789,157443628,6840
ENSG00000163666,11095,57197843,57226521,28679
ENSG00000163673,11096,36712422,36764349,51928
ENSG00000163681,11097,57755450,57929168,173719
ENSG00000163682,11098,39454124,39458948,4825
ENSG00000163683,11099,39546330,39639090,92761
ENSG00000163684,11100,58306247,58324695,18449
ENSG00000163686,11101,58237506,58295693,58188
ENSG00000163687,11102,58192257,58214697,22441
ENSG00000163689,11103,58717365,59050084,332720
ENSG00000163694,11104,40423267,40630875,207609
ENSG00000163697,11105,40810027,41216714,406688
ENSG00000163701,11106,9902612,9916402,13791
ENSG00000163702,11107,9917074,9933630,16557
ENSG00000163703,11108,9933822,9945413,11592
ENSG00000163704,11109,9945542,9952394,6853
ENSG00000163705,11110,10081317,10108231,26915
ENSG00000163710,11111,142815922,142889203,73282
ENSG00000163714,11112,142964497,143060546,96050
ENSG00000163719,11113,9649433,9702393,52961
ENSG00000163728,11114,180602130,180617828,15699
ENSG00000163734,11115,74036589,74038807,2219
ENSG00000163735,11116,73995642,73998779,3138
ENSG00000163736,11117,73987038,73988197,1160
ENSG00000163737,11118,73981077,73982124,1048
ENSG00000163738,11119,74114174,74303099,188926
ENSG00000163739,11120,73869393,73871242,1850
ENSG00000163743,11121,75479037,75514764,35728
ENSG00000163746,11122,146391421,146495991,104571
ENSG00000163749,11123,76312997,76421868,108872
ENSG00000163751,11124,148865256,148897196,31941
ENSG00000163754,11125,148991341,149027668,36328
ENSG00000163755,11126,149129584,149173732,44149
ENSG00000163762,11127,149318498,149334414,15917
ENSG00000163781,11128,133598175,133661893,63719
ENSG00000163785,11129,134065303,134250744,185442
ENSG00000163788,11130,43286512,43424764,138253
ENSG00000163792,11131,27149004,27156974,7971
ENSG00000163793,11132,27275421,27281499,6079
ENSG00000163794,11133,27307400,27308445,1046
ENSG00000163795,11134,27377231,27380790,3560
ENSG00000163798,11135,27663471,27694976,31506
ENSG00000163803,11136,28457145,28643788,186644
ENSG00000163806,11137,28782517,28850611,68095
ENSG00000163807,11138,44737661,44761662,24002
ENSG00000163808,11139,44761717,44873376,111660
ENSG00000163810,11140,44874608,44914990,40383
ENSG00000163811,11141,28894643,28948222,53580
ENSG00000163812,11142,44915257,44976185,60929
ENSG00000163814,11143,45082278,45146422,64145
ENSG00000163815,11144,45001548,45036071,34524
ENSG00000163817,11145,45755450,45796535,41086
ENSG00000163818,11146,45823316,45916042,92727
ENSG00000163820,11147,45917899,45995824,77926
ENSG00000163823,11148,46201709,46208396,6688
ENSG00000163825,11149,46497491,46500949,3459
ENSG00000163827,11150,46515423,46580099,64677
ENSG00000163832,11151,47495640,47513761,18122
ENSG00000163833,11152,121593119,121630295,37177
ENSG00000163840,11153,122564238,122575203,10966
ENSG00000163848,11154,125225561,125375354,149794
ENSG00000163864,11155,139560180,139678017,117838
ENSG00000163866,11156,34712737,34859816,147080
ENSG00000163867,11157,34986165,35031968,45804
ENSG00000163870,11158,127573069,127598251,25183
ENSG00000163872,11159,183697818,183812625,114808
ENSG00000163873,11160,36795527,37034129,238603
ENSG00000163874,11161,37474552,37484379,9828
ENSG00000163875,11162,37492575,37514774,22200
ENSG00000163877,11163,37534449,37554344,19896
ENSG00000163879,11164,37556919,37566857,9939
ENSG00000163882,11165,184361718,184368596,6879
ENSG00000163884,11166,126342635,126357442,14808
ENSG00000163885,11167,126394939,126436556,41618
ENSG00000163888,11168,184259213,184261463,2251
ENSG00000163898,11169,185506262,185552613,46352
ENSG00000163900,11170,185476496,185499057,22562
ENSG00000163902,11171,128619970,128681075,61106
ENSG00000163904,11172,185582496,185633551,51056
ENSG00000163909,11173,39624153,39639945,15793
ENSG00000163913,11174,129440036,129520507,80472
ENSG00000163914,11175,129528640,129535169,6530
ENSG00000163915,11176,185712528,185729787,17260
ENSG00000163918,11177,186789880,186807058,17179
ENSG00000163923,11178,187120948,187180908,59961
ENSG00000163930,11179,52401013,52410350,9338
ENSG00000163931,11180,53224707,53256052,31346
ENSG00000163932,11181,53156009,53192717,36709
ENSG00000163933,11182,53088483,53130462,41980
ENSG00000163935,11183,52903572,53046750,143179
ENSG00000163938,11184,52681156,52694492,13337
ENSG00000163939,11185,52545352,52685917,140566
ENSG00000163945,11186,1347266,1395992,48727
ENSG00000163946,11187,56620133,56683237,63105
ENSG00000163947,11188,56727418,57079329,351912
ENSG00000163950,11189,1692800,1712555,19756
ENSG00000163956,11190,3506376,3532559,26184
ENSG00000163958,11191,196197449,196211437,13989
ENSG00000163959,11192,196211487,196243178,31692
ENSG00000163960,11193,196347662,196432474,84813
ENSG00000163961,11194,196468783,196503768,34986
ENSG00000163964,11195,196639775,196736007,96233
ENSG00000163975,11196,196988621,197029816,41196
ENSG00000163982,11197,4188803,4226889,38087
ENSG00000163993,11198,6693069,6697170,4102
ENSG00000163995,11199,7965310,8158832,193523
ENSG00000164002,11200,40508741,40516556,7816
ENSG00000164007,11201,42733093,42740254,7162
ENSG00000164008,11202,42767269,42775747,8479
ENSG00000164010,11203,42817124,42844989,27866
ENSG00000164011,11204,42846573,42852477,5905
ENSG00000164022,11205,106315544,106349226,33683
ENSG00000164023,11206,107824563,107915047,90485
ENSG00000164024,11207,98995620,99062813,67194
ENSG00000164031,11208,99896248,99946726,50479
ENSG00000164032,11209,99948086,99950388,2303
ENSG00000164035,11210,100395341,100880126,484786
ENSG00000164037,11211,102885048,103019739,134692
ENSG00000164038,11212,103019868,103085829,65962
ENSG00000164039,11213,103079435,103099883,20449
ENSG00000164040,11214,128269237,128288829,19593
ENSG00000164045,11215,48157146,48188402,31257
ENSG00000164047,11216,48223347,48225491,2145
ENSG00000164048,11217,48241100,48299253,58154
ENSG00000164049,11218,48372219,48401259,29041
ENSG00000164050,11219,48403854,48430051,26198
ENSG00000164051,11220,48432164,48440456,8293
ENSG00000164053,11221,48446710,48465716,19007
ENSG00000164054,11222,48467798,48504826,37029
ENSG00000164056,11223,123396795,123403760,6966
ENSG00000164061,11224,49554489,49671545,117057
ENSG00000164062,11225,49674002,49683963,9962
ENSG00000164066,11226,127623271,127726737,103467
ENSG00000164068,11227,49689499,49721529,32031
ENSG00000164070,11228,127781821,127840733,58913
ENSG00000164073,11229,127917732,127966034,48303
ENSG00000164074,11230,127965306,128039711,74406
ENSG00000164076,11231,49857988,49870222,12235
ENSG00000164077,11232,49908862,49930173,21312
ENSG00000164078,11233,49887002,49903873,16872
ENSG00000164080,11234,51541144,51668667,127524
ENSG00000164081,11235,51662693,51704323,41631
ENSG00000164082,11236,51707070,51718613,11544
ENSG00000164086,11237,52048919,52056550,7632
ENSG00000164087,11238,52075253,52154690,79438
ENSG00000164088,11239,52245793,52250597,4805
ENSG00000164089,11240,108742040,108763054,21015
ENSG00000164091,11241,52254421,52288020,33600
ENSG00000164093,11242,110617423,110642123,24701
ENSG00000164096,11243,119296419,119304445,8027
ENSG00000164099,11244,118280038,118353003,72966
ENSG00000164100,11245,118033618,118258648,225031
ENSG00000164104,11246,173331695,173335125,3431
ENSG00000164105,11247,173369969,173377532,7564
ENSG00000164106,11248,173384701,173406380,21680
ENSG00000164107,11249,173524969,173530229,5261
ENSG00000164109,11250,120055608,120067074,11467
ENSG00000164111,11251,121667955,121697113,29159
ENSG00000164112,11252,121758933,121765427,6495
ENSG00000164113,11253,122378966,122429802,50837
ENSG00000164114,11254,155342658,155376970,34313
ENSG00000164116,11255,155666711,155732349,65639
ENSG00000164117,11256,174236658,174284264,47607
ENSG00000164118,11257,174283677,174333380,49704
ENSG00000164120,11258,174490177,174523154,32978
ENSG00000164122,11259,176213673,176277571,63899
ENSG00000164123,11260,158893134,159038760,145627
ENSG00000164124,11261,158201604,158255411,53808
ENSG00000164125,11262,158124474,158173318,48845
ENSG00000164128,11263,163323961,163344832,20872
ENSG00000164129,11264,163343939,163351934,7996
ENSG00000164134,11265,139301455,139420033,118579
ENSG00000164136,11266,141636599,141733987,97389
ENSG00000164142,11267,151409216,151663632,254417
ENSG00000164144,11268,152779937,152918463,138527
ENSG00000164151,11269,5420664,5490234,69571
ENSG00000164161,11270,144646021,144745271,99251
ENSG00000164162,11271,144831908,145098541,266634
ENSG00000164163,11272,145097932,145129179,31248
ENSG00000164164,11273,145110838,145180161,69324
ENSG00000164167,11274,146175685,146200000,24316
ENSG00000164168,11275,147617383,147672044,54662
ENSG00000164169,11276,147637785,147684230,46446
ENSG00000164171,11277,52989326,53094779,105454
ENSG00000164172,11278,53095679,53110063,14385
ENSG00000164175,11279,33944616,33984730,40115
ENSG00000164176,11280,83940554,84384793,444240
ENSG00000164180,11281,88189633,88269476,79844
ENSG00000164181,11282,60751791,60844389,92599
ENSG00000164182,11283,60945129,61153037,207909
ENSG00000164185,11284,122129513,122153571,24059
ENSG00000164187,11285,36098412,36151961,53550
ENSG00000164188,11286,36248434,36302114,53681
ENSG00000164190,11287,36876759,37066413,189655
ENSG00000164197,11288,64165844,64372869,207026
ENSG00000164199,11289,90529344,91164437,635094
ENSG00000164209,11290,110738136,110765161,27026
ENSG00000164211,11291,111496033,111512590,16558
ENSG00000164219,11292,115204012,115262872,58861
ENSG00000164220,11293,76615482,76623434,7953
ENSG00000164221,11294,115267188,115296831,29644
ENSG00000164236,11295,10564330,10657816,93487
ENSG00000164237,11296,10275875,10308026,32152
ENSG00000164241,11297,127042558,127073492,30935
ENSG00000164244,11298,127517609,127555089,37481
ENSG00000164251,11299,76818933,76835315,16383
ENSG00000164252,11300,77029251,77065234,35984
ENSG00000164253,11301,77425970,77620611,194642
ENSG00000164256,11302,23443586,23528597,85012
ENSG00000164258,11303,53560633,53683340,122708
ENSG00000164265,11304,147870682,147882191,11510
ENSG00000164266,11305,147824568,147831786,7219
ENSG00000164270,11306,148451032,148677235,226204
ENSG00000164283,11307,54977864,55022671,44808
ENSG00000164284,11308,149345430,149354583,9154
ENSG00000164287,11309,55112995,55173175,60181
ENSG00000164291,11310,95555074,95605064,49991
ENSG00000164292,11311,95713522,95824383,110862
ENSG00000164294,11312,55160118,55167071,6954
ENSG00000164296,11313,149993118,150001167,8050
ENSG00000164299,11314,80319625,80321842,2218
ENSG00000164300,11315,80111651,80256079,144429
ENSG00000164303,11316,184088706,184221230,132525
ENSG00000164304,11317,7326656,7389743,63088
ENSG00000164305,11318,184627696,184649509,21814
ENSG00000164306,11319,184649613,184694963,45351
ENSG00000164307,11320,96760810,96808100,47291
ENSG00000164308,11321,96875939,96919716,43778
ENSG00000164309,11322,79689877,79800240,110364
ENSG00000164318,11323,38258409,38465021,206613
ENSG00000164323,11324,185159665,185209504,49840
ENSG00000164325,11325,73173195,73175143,1949
ENSG00000164326,11326,71719163,71721048,1886
ENSG00000164327,11327,38937919,39074408,136490
ENSG00000164329,11328,79612120,79686648,74529
ENSG00000164330,11329,158695916,159099761,403846
ENSG00000164331,11330,73552335,73565686,13352
ENSG00000164332,11331,159263081,159286040,22960
ENSG00000164334,11332,119629559,119635822,6264
ENSG00000164338,11333,73565443,73583377,17935
ENSG00000164342,11334,186069152,186088069,18918
ENSG00000164344,11335,186208979,186258471,49493
ENSG00000164346,11336,74766991,74780113,13123
ENSG00000164347,11337,74721204,74767371,46168
ENSG00000164362,11338,1253147,1295069,41923
ENSG00000164363,11339,1225355,1246189,20835
ENSG00000164366,11340,196871,218215,21345
ENSG00000164379,11341,1312440,1314748,2309
ENSG00000164385,11342,2621913,2634603,12691
ENSG00000164393,11343,47656436,47697797,41362
ENSG00000164398,11344,131949973,132012243,62271
ENSG00000164399,11345,132060529,132063204,2676
ENSG00000164400,11346,132073790,132076170,2381
ENSG00000164402,11347,132750817,132807241,56425
ENSG00000164403,11348,132822141,132830898,8758
ENSG00000164404,11349,132861181,132866884,5704
ENSG00000164405,11350,132866560,132868031,1472
ENSG00000164406,11351,132872322,132875046,2725
ENSG00000164411,11352,87282978,87329278,46301
ENSG00000164414,11353,87470623,87512336,41714
ENSG00000164418,11354,101398788,102070083,671296
ENSG00000164430,11355,73413515,73452276,38762
ENSG00000164434,11356,122779475,122784074,4600
ENSG00000164438,11357,171309284,171312134,2851
ENSG00000164440,11358,139240061,139292139,52079
ENSG00000164442,11359,139371807,139374620,2814
ENSG00000164451,11360,116529013,116558868,29856
ENSG00000164458,11361,166157656,166168700,11045
ENSG00000164463,11362,173056352,173139284,82933
ENSG00000164465,11363,117453817,117569858,116042
ENSG00000164466,11364,175477062,175529742,52681
ENSG00000164483,11365,130144315,130365425,221111
ENSG00000164484,11366,130365734,130443063,77330
ENSG00000164485,11367,137143820,137173648,29829
ENSG00000164488,11368,168292830,168319754,26925
ENSG00000164494,11369,107152557,107459564,307008
ENSG00000164500,11370,50096036,50159830,63795
ENSG00000164506,11371,147204425,147390476,186052
ENSG00000164508,11372,25726132,25726527,396
ENSG00000164509,11373,55851379,55922853,71475
ENSG00000164512,11374,56099678,56233359,133682
ENSG00000164520,11375,149883375,149898102,14728
ENSG00000164530,11376,36948263,36964837,16575
ENSG00000164532,11377,35202430,35254147,51718
ENSG00000164535,11378,6409126,6484190,75065
ENSG00000164542,11379,36324221,36390125,65905
ENSG00000164543,11380,43582758,43626786,44029
ENSG00000164548,11381,23504780,23532041,27262
ENSG00000164556,11382,38685346,38687037,1692
ENSG00000164574,11383,154190730,154420984,230255
ENSG00000164576,11384,154445957,154461054,15098
ENSG00000164587,11385,150443190,150449756,6567
ENSG00000164588,11386,45254950,45696498,441549
ENSG00000164591,11387,150660874,150679365,18492
ENSG00000164597,11388,107201555,107564514,362960
ENSG00000164600,11389,31337461,31340894,3434
ENSG00000164603,11390,112819147,112939916,120770
ENSG00000164604,11391,113078331,113087778,9448
ENSG00000164609,11392,160401641,160421711,20071
ENSG00000164610,11393,33094797,33109401,14605
ENSG00000164611,11394,160421822,160428744,6923
ENSG00000164615,11395,134738501,134752160,13660
ENSG00000164616,11396,135930317,135951591,21275
ENSG00000164619,11397,33904911,34155872,250962
ENSG00000164620,11398,141636950,141641077,4128
ENSG00000164621,11399,136129507,136134890,5384
ENSG00000164626,11400,39188973,39229450,40478
ENSG00000164627,11401,39329990,39725405,395416
ENSG00000164631,11402,6688433,6706923,18491
ENSG00000164638,11403,5274369,5306870,32502
ENSG00000164645,11404,88794106,88795721,1616
ENSG00000164647,11405,90154375,90164829,10455
ENSG00000164649,11406,21900900,21946084,45185
ENSG00000164651,11407,20782283,20786886,4604
ENSG00000164654,11408,7566872,7608929,42058
ENSG00000164659,11409,86876906,87059699,182794
ENSG00000164663,11410,41789896,41895361,105466
ENSG00000164669,11411,65141032,65234216,93185
ENSG00000164674,11412,158650014,158764876,114863
ENSG00000164675,11413,123452400,123535077,82678
ENSG00000164683,11414,79764010,79767863,3854
ENSG00000164684,11415,80628451,80874781,246331
ENSG00000164687,11416,81280363,81284777,4415
ENSG00000164690,11417,155799986,155812273,12288
ENSG00000164691,11418,159034468,159045152,10685
ENSG00000164692,11419,94394561,94431232,36672
ENSG00000164694,11420,159169397,159272109,102713
ENSG00000164695,11421,81732434,81759515,27082
ENSG00000164707,11422,135681237,135729258,48022
ENSG00000164708,11423,44062727,44065587,2861
ENSG00000164713,11424,98252379,98310441,58063
ENSG00000164715,11425,98106885,98209633,102749
ENSG00000164729,11426,35192520,35194523,2004
ENSG00000164733,11427,11842524,11869448,26925
ENSG00000164736,11428,54457935,54460888,2954
ENSG00000164740,11429,63495799,63502536,6738
ENSG00000164741,11430,13083361,13604610,521250
ENSG00000164742,11431,45574140,45723116,148977
ENSG00000164743,11432,13566843,13568287,1445
ENSG00000164744,11433,47987148,48029119,41972
ENSG00000164746,11434,48035511,48061304,25794
ENSG00000164749,11435,75407914,75566843,158930
ENSG00000164751,11436,76980258,77001044,20787
ENSG00000164754,11437,116845935,116874866,28932
ENSG00000164756,11438,116950273,117176714,226442
ENSG00000164758,11439,117520713,117540262,19550
ENSG00000164761,11440,118923557,118952200,28644
ENSG00000164764,11441,73064540,73124088,59549
ENSG00000164776,11442,56080283,56092996,12714
ENSG00000164778,11443,155458129,155464831,6703
ENSG00000164794,11444,109963645,109975847,12203
ENSG00000164796,11445,112222928,113437099,1214172
ENSG00000164808,11446,47260575,47736306,475732
ENSG00000164815,11447,104126341,104208047,81707
ENSG00000164816,11448,7055304,7056734,1431
ENSG00000164818,11449,726701,786475,59775
ENSG00000164821,11450,6935822,6938338,2517
ENSG00000164822,11451,6924693,6926076,1384
ENSG00000164823,11452,89901859,89927888,26030
ENSG00000164825,11453,6870575,6878022,7448
ENSG00000164828,11454,816615,896435,79821
ENSG00000164830,11455,106359476,106752694,393219
ENSG00000164841,11456,108606850,108787615,180766
ENSG00000164845,11457,8232512,8242948,10437
ENSG00000164849,11458,1044576,1059261,14686
ENSG00000164850,11459,1082208,1093815,11608
ENSG00000164853,11460,1232907,1237318,4412
ENSG00000164855,11461,1542235,1560821,18587
ENSG00000164867,11462,150990995,151014588,23594
ENSG00000164871,11463,7442684,7463674,20991
ENSG00000164877,11464,1428465,1459502,31038
ENSG00000164879,11465,85373436,85449040,75605
ENSG00000164880,11466,1470277,1504367,34091
ENSG00000164885,11467,151053812,151058530,4719
ENSG00000164889,11468,151057210,151076527,19318
ENSG00000164893,11469,86214052,86321146,107095
ENSG00000164896,11470,151076593,151080866,4274
ENSG00000164897,11471,151081080,151083546,2467
ENSG00000164898,11472,139339457,139346319,6863
ENSG00000164900,11473,151148589,151174745,26157
ENSG00000164902,11474,126600268,126627252,26985
ENSG00000164904,11475,126531200,126595418,64219
ENSG00000164916,11476,4682309,4771443,89135
ENSG00000164919,11477,99873200,99894062,20863
ENSG00000164920,11478,98944403,98952104,7702
ENSG00000164924,11479,100916525,100953388,36864
ENSG00000164929,11480,103140710,103230305,89596
ENSG00000164930,11481,103298433,103332866,34434
ENSG00000164932,11482,103371515,103382997,11483
ENSG00000164933,11483,103398635,103415189,16555
ENSG00000164934,11484,103414714,103443453,28740
ENSG00000164935,11485,104339087,104356689,17603
ENSG00000164938,11486,94925972,94949411,23440
ENSG00000164941,11487,94813311,94881746,68436
ENSG00000164944,11488,94487693,94553529,65837
ENSG00000164946,11489,14734666,14910995,176330
ENSG00000164949,11490,94249253,94262350,13098
ENSG00000164951,11491,93857807,93926066,68260
ENSG00000164953,11492,93754844,93819234,64391
ENSG00000164961,11493,125024260,125091840,67581
ENSG00000164967,11494,34610486,34612104,1619
ENSG00000164970,11495,34398184,34458570,60387
ENSG00000164972,11496,34379019,34397832,18814
ENSG00000164975,11497,15422704,15465953,43250
ENSG00000164976,11498,34366670,34376853,10184
ENSG00000164978,11499,34329506,34343713,14208
ENSG00000164983,11500,124306189,124372692,66504
ENSG00000164985,11501,15464066,15511019,46954
ENSG00000164989,11502,15553086,16061663,508578
ENSG00000165006,11503,34179005,34252523,73519
ENSG00000165023,11504,90609832,90643105,33274
ENSG00000165025,11505,90801787,90898549,96763
ENSG00000165028,11506,104764157,104777457,13301
ENSG00000165029,11507,104781002,104928237,147236
ENSG00000165030,11508,91409045,91423862,14818
ENSG00000165046,11509,38386207,38409527,23321
ENSG00000165055,11510,128476729,128506602,29874
ENSG00000165059,11511,69012529,69014113,1585
ENSG00000165060,11512,69035259,69100178,64920
